TIME,RBD,UNIT,WW_TP,Value,Flag and Footnotes
2011,Ems - RBD (DE),Percentage,Urban wastewater collecting system,:,
2011,Ems - RBD (DE),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,Ems - RBD (DE),Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Ems - RBD (DE),Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Ems - RBD (DE),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Ems - RBD (DE),Percentage,Independent wastewater treatment - total,:,
2011,Ems - RBD (DE),Percentage,Resident population,:,
2011,"Upper Ems, Ems-Nordradde, Hase",Thousand,Urban wastewater collecting system,:,
2011,"Upper Ems, Ems-Nordradde, Hase",Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,"Upper Ems, Ems-Nordradde, Hase",Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,"Upper Ems, Ems-Nordradde, Hase",Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,"Upper Ems, Ems-Nordradde, Hase",Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,"Upper Ems, Ems-Nordradde, Hase",Thousand,Independent wastewater treatment - total,:,
2011,"Upper Ems, Ems-Nordradde, Hase",Thousand,Resident population,:,
2011,"Upper Ems, Ems-Nordradde, Hase",Percentage,Urban wastewater collecting system,:,
2011,"Upper Ems, Ems-Nordradde, Hase",Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,"Upper Ems, Ems-Nordradde, Hase",Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,"Upper Ems, Ems-Nordradde, Hase",Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,"Upper Ems, Ems-Nordradde, Hase",Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,"Upper Ems, Ems-Nordradde, Hase",Percentage,Independent wastewater treatment - total,:,
2011,"Upper Ems, Ems-Nordradde, Hase",Percentage,Resident population,:,
2011,"Leda-J�mme, lower Ems, Ems-estuary",Thousand,Urban wastewater collecting system,:,
2011,"Leda-J�mme, lower Ems, Ems-estuary",Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,"Leda-J�mme, lower Ems, Ems-estuary",Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,"Leda-J�mme, lower Ems, Ems-estuary",Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,"Leda-J�mme, lower Ems, Ems-estuary",Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,"Leda-J�mme, lower Ems, Ems-estuary",Thousand,Independent wastewater treatment - total,:,
2011,"Leda-J�mme, lower Ems, Ems-estuary",Thousand,Resident population,:,
2011,"Leda-J�mme, lower Ems, Ems-estuary",Percentage,Urban wastewater collecting system,:,
2011,"Leda-J�mme, lower Ems, Ems-estuary",Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,"Leda-J�mme, lower Ems, Ems-estuary",Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,"Leda-J�mme, lower Ems, Ems-estuary",Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,"Leda-J�mme, lower Ems, Ems-estuary",Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,"Leda-J�mme, lower Ems, Ems-estuary",Percentage,Independent wastewater treatment - total,:,
2011,"Leda-J�mme, lower Ems, Ems-estuary",Percentage,Resident population,:,
2011,Weser - RBD,Thousand,Urban wastewater collecting system,:,
2011,Weser - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,Weser - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Weser - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Weser - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Weser - RBD,Thousand,Independent wastewater treatment - total,:,
2011,Weser - RBD,Thousand,Resident population,:,
2011,Weser - RBD,Percentage,Urban wastewater collecting system,:,
2011,Weser - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,Weser - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Weser - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Weser - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Weser - RBD,Percentage,Independent wastewater treatment - total,:,
2011,Weser - RBD,Percentage,Resident population,:,
2011,Werra,Thousand,Urban wastewater collecting system,:,
2011,Werra,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,Werra,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Werra,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Werra,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Werra,Thousand,Independent wastewater treatment - total,:,
2011,Werra,Thousand,Resident population,:,
2011,Werra,Percentage,Urban wastewater collecting system,:,
2011,Werra,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,Werra,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Werra,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Werra,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Werra,Percentage,Independent wastewater treatment - total,:,
2011,Werra,Percentage,Resident population,:,
2011,Fulda-Diemel,Thousand,Urban wastewater collecting system,:,
2011,Fulda-Diemel,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,Fulda-Diemel,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Fulda-Diemel,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Fulda-Diemel,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Fulda-Diemel,Thousand,Independent wastewater treatment - total,:,
2011,Fulda-Diemel,Thousand,Resident population,:,
2011,Fulda-Diemel,Percentage,Urban wastewater collecting system,:,
2011,Fulda-Diemel,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,Fulda-Diemel,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Fulda-Diemel,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Fulda-Diemel,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Fulda-Diemel,Percentage,Independent wastewater treatment - total,:,
2011,Fulda-Diemel,Percentage,Resident population,:,
2011,Weser,Thousand,Urban wastewater collecting system,:,
2011,Weser,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,Weser,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Weser,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Weser,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Weser,Thousand,Independent wastewater treatment - total,:,
2011,Weser,Thousand,Resident population,:,
2011,Weser,Percentage,Urban wastewater collecting system,:,
2011,Weser,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,Weser,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Weser,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Weser,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Weser,Percentage,Independent wastewater treatment - total,:,
2011,Weser,Percentage,Resident population,:,
2011,Aller,Thousand,Urban wastewater collecting system,:,
2011,Aller,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,Aller,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Aller,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Aller,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Aller,Thousand,Independent wastewater treatment - total,:,
2011,Aller,Thousand,Resident population,:,
2011,Aller,Percentage,Urban wastewater collecting system,:,
2011,Aller,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,Aller,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Aller,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Aller,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Aller,Percentage,Independent wastewater treatment - total,:,
2011,Aller,Percentage,Resident population,:,
2011,Leine,Thousand,Urban wastewater collecting system,:,
2011,Leine,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,Leine,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Leine,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Leine,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Leine,Thousand,Independent wastewater treatment - total,:,
2011,Leine,Thousand,Resident population,:,
2011,Leine,Percentage,Urban wastewater collecting system,:,
2011,Leine,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,Leine,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Leine,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Leine,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Leine,Percentage,Independent wastewater treatment - total,:,
2011,Leine,Percentage,Resident population,:,
2011,Tide-Weser,Thousand,Urban wastewater collecting system,:,
2011,Tide-Weser,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,Tide-Weser,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Tide-Weser,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Tide-Weser,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Tide-Weser,Thousand,Independent wastewater treatment - total,:,
2011,Tide-Weser,Thousand,Resident population,:,
2011,Tide-Weser,Percentage,Urban wastewater collecting system,:,
2011,Tide-Weser,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,Tide-Weser,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Tide-Weser,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Tide-Weser,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Tide-Weser,Percentage,Independent wastewater treatment - total,:,
2011,Tide-Weser,Percentage,Resident population,:,
2011,Elbe / Labe - RBD (DE),Thousand,Urban wastewater collecting system,:,
2011,Elbe / Labe - RBD (DE),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,Elbe / Labe - RBD (DE),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Elbe / Labe - RBD (DE),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Elbe / Labe - RBD (DE),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Elbe / Labe - RBD (DE),Thousand,Independent wastewater treatment - total,:,
2011,Elbe / Labe - RBD (DE),Thousand,Resident population,:,
2011,Elbe / Labe - RBD (DE),Percentage,Urban wastewater collecting system,:,
2011,Elbe / Labe - RBD (DE),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,Elbe / Labe - RBD (DE),Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Elbe / Labe - RBD (DE),Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Elbe / Labe - RBD (DE),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Elbe / Labe - RBD (DE),Percentage,Independent wastewater treatment - total,:,
2011,Elbe / Labe - RBD (DE),Percentage,Resident population,:,
2011,Mulde-Elbe-Schwarze Elster,Thousand,Urban wastewater collecting system,:,
2011,Mulde-Elbe-Schwarze Elster,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,Mulde-Elbe-Schwarze Elster,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Mulde-Elbe-Schwarze Elster,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Mulde-Elbe-Schwarze Elster,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Mulde-Elbe-Schwarze Elster,Thousand,Independent wastewater treatment - total,:,
2011,Mulde-Elbe-Schwarze Elster,Thousand,Resident population,:,
2011,Mulde-Elbe-Schwarze Elster,Percentage,Urban wastewater collecting system,:,
2011,Mulde-Elbe-Schwarze Elster,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,Mulde-Elbe-Schwarze Elster,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Mulde-Elbe-Schwarze Elster,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Mulde-Elbe-Schwarze Elster,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Mulde-Elbe-Schwarze Elster,Percentage,Independent wastewater treatment - total,:,
2011,Mulde-Elbe-Schwarze Elster,Percentage,Resident population,:,
2011,"Saale, Obere Moldau, Berounka, Eger and lower Elbe",Thousand,Urban wastewater collecting system,:,
2011,"Saale, Obere Moldau, Berounka, Eger and lower Elbe",Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,"Saale, Obere Moldau, Berounka, Eger and lower Elbe",Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,"Saale, Obere Moldau, Berounka, Eger and lower Elbe",Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,"Saale, Obere Moldau, Berounka, Eger and lower Elbe",Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,"Saale, Obere Moldau, Berounka, Eger and lower Elbe",Thousand,Independent wastewater treatment - total,:,
2011,"Saale, Obere Moldau, Berounka, Eger and lower Elbe",Thousand,Resident population,:,
2011,"Saale, Obere Moldau, Berounka, Eger and lower Elbe",Percentage,Urban wastewater collecting system,:,
2011,"Saale, Obere Moldau, Berounka, Eger and lower Elbe",Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,"Saale, Obere Moldau, Berounka, Eger and lower Elbe",Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,"Saale, Obere Moldau, Berounka, Eger and lower Elbe",Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,"Saale, Obere Moldau, Berounka, Eger and lower Elbe",Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,"Saale, Obere Moldau, Berounka, Eger and lower Elbe",Percentage,Independent wastewater treatment - total,:,
2011,"Saale, Obere Moldau, Berounka, Eger and lower Elbe",Percentage,Resident population,:,
2011,Mittelelbe-Elde,Thousand,Urban wastewater collecting system,:,
2011,Mittelelbe-Elde,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,Mittelelbe-Elde,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Mittelelbe-Elde,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Mittelelbe-Elde,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Mittelelbe-Elde,Thousand,Independent wastewater treatment - total,:,
2011,Mittelelbe-Elde,Thousand,Resident population,:,
2011,Mittelelbe-Elde,Percentage,Urban wastewater collecting system,:,
2011,Mittelelbe-Elde,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,Mittelelbe-Elde,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Mittelelbe-Elde,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Mittelelbe-Elde,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Mittelelbe-Elde,Percentage,Independent wastewater treatment - total,:,
2011,Mittelelbe-Elde,Percentage,Resident population,:,
2011,Havel,Thousand,Urban wastewater collecting system,:,
2011,Havel,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,Havel,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Havel,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Havel,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Havel,Thousand,Independent wastewater treatment - total,:,
2011,Havel,Thousand,Resident population,:,
2011,Havel,Percentage,Urban wastewater collecting system,:,
2011,Havel,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,Havel,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Havel,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Havel,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Havel,Percentage,Independent wastewater treatment - total,:,
2011,Havel,Percentage,Resident population,:,
2011,Tide-Elbe,Thousand,Urban wastewater collecting system,:,
2011,Tide-Elbe,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,Tide-Elbe,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Tide-Elbe,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Tide-Elbe,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Tide-Elbe,Thousand,Independent wastewater treatment - total,:,
2011,Tide-Elbe,Thousand,Resident population,:,
2011,Tide-Elbe,Percentage,Urban wastewater collecting system,:,
2011,Tide-Elbe,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,Tide-Elbe,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Tide-Elbe,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Tide-Elbe,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Tide-Elbe,Percentage,Independent wastewater treatment - total,:,
2011,Tide-Elbe,Percentage,Resident population,:,
2011,Oder / Odra - RBD (DE),Thousand,Urban wastewater collecting system,:,
2011,Oder / Odra - RBD (DE),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,Oder / Odra - RBD (DE),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Oder / Odra - RBD (DE),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Oder / Odra - RBD (DE),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Oder / Odra - RBD (DE),Thousand,Independent wastewater treatment - total,:,
2011,Oder / Odra - RBD (DE),Thousand,Resident population,:,
2011,Oder / Odra - RBD (DE),Percentage,Urban wastewater collecting system,:,
2011,Oder / Odra - RBD (DE),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,Oder / Odra - RBD (DE),Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Oder / Odra - RBD (DE),Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Oder / Odra - RBD (DE),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Oder / Odra - RBD (DE),Percentage,Independent wastewater treatment - total,:,
2011,Oder / Odra - RBD (DE),Percentage,Resident population,:,
2011,Maas / Meuse - RBD (DE),Thousand,Urban wastewater collecting system,:,
2011,Maas / Meuse - RBD (DE),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,Maas / Meuse - RBD (DE),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Maas / Meuse - RBD (DE),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Maas / Meuse - RBD (DE),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Maas / Meuse - RBD (DE),Thousand,Independent wastewater treatment - total,:,
2011,Maas / Meuse - RBD (DE),Thousand,Resident population,:,
2011,Maas / Meuse - RBD (DE),Percentage,Urban wastewater collecting system,:,
2011,Maas / Meuse - RBD (DE),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,Maas / Meuse - RBD (DE),Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Maas / Meuse - RBD (DE),Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Maas / Meuse - RBD (DE),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Maas / Meuse - RBD (DE),Percentage,Independent wastewater treatment - total,:,
2011,Maas / Meuse - RBD (DE),Percentage,Resident population,:,
2011,Eider - RBD,Thousand,Urban wastewater collecting system,:,
2011,Eider - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,Eider - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Eider - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Eider - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Eider - RBD,Thousand,Independent wastewater treatment - total,:,
2011,Eider - RBD,Thousand,Resident population,:,
2011,Eider - RBD,Percentage,Urban wastewater collecting system,:,
2011,Eider - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,Eider - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Eider - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Eider - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Eider - RBD,Percentage,Independent wastewater treatment - total,:,
2011,Eider - RBD,Percentage,Resident population,:,
2011,Schlei-Trave - RBD,Thousand,Urban wastewater collecting system,:,
2011,Schlei-Trave - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,Schlei-Trave - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Schlei-Trave - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Schlei-Trave - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Schlei-Trave - RBD,Thousand,Independent wastewater treatment - total,:,
2011,Schlei-Trave - RBD,Thousand,Resident population,:,
2011,Schlei-Trave - RBD,Percentage,Urban wastewater collecting system,:,
2011,Schlei-Trave - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,Schlei-Trave - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Schlei-Trave - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Schlei-Trave - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Schlei-Trave - RBD,Percentage,Independent wastewater treatment - total,:,
2011,Schlei-Trave - RBD,Percentage,Resident population,:,
2011,Warnow-Peene - RBD,Thousand,Urban wastewater collecting system,:,
2011,Warnow-Peene - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,Warnow-Peene - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Warnow-Peene - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Warnow-Peene - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Warnow-Peene - RBD,Thousand,Independent wastewater treatment - total,:,
2011,Warnow-Peene - RBD,Thousand,Resident population,:,
2011,Warnow-Peene - RBD,Percentage,Urban wastewater collecting system,:,
2011,Warnow-Peene - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,Warnow-Peene - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Warnow-Peene - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Warnow-Peene - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Warnow-Peene - RBD,Percentage,Independent wastewater treatment - total,:,
2011,Warnow-Peene - RBD,Percentage,Resident population,:,
2011,Estonia,Thousand,Urban wastewater collecting system,:,
2011,Estonia,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,Estonia,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Estonia,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Estonia,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Estonia,Thousand,Independent wastewater treatment - total,:,
2011,Estonia,Thousand,Resident population,:,
2011,Estonia,Percentage,Urban wastewater collecting system,:,
2011,Estonia,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,Estonia,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Estonia,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Estonia,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Estonia,Percentage,Independent wastewater treatment - total,:,
2011,Estonia,Percentage,Resident population,:,
2011,West Estonia - RBD,Thousand,Urban wastewater collecting system,:,
2011,West Estonia - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,West Estonia - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,West Estonia - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,West Estonia - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,West Estonia - RBD,Thousand,Independent wastewater treatment - total,:,
2011,West Estonia - RBD,Thousand,Resident population,:,
2011,West Estonia - RBD,Percentage,Urban wastewater collecting system,:,
2011,West Estonia - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,West Estonia - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,West Estonia - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,West Estonia - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,West Estonia - RBD,Percentage,Independent wastewater treatment - total,:,
2011,West Estonia - RBD,Percentage,Resident population,:,
2011,L��nesaarte,Thousand,Urban wastewater collecting system,:,
2011,L��nesaarte,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,L��nesaarte,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,L��nesaarte,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,L��nesaarte,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,L��nesaarte,Thousand,Independent wastewater treatment - total,:,
2011,L��nesaarte,Thousand,Resident population,:,
2011,L��nesaarte,Percentage,Urban wastewater collecting system,:,
2011,L��nesaarte,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,L��nesaarte,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,L��nesaarte,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,L��nesaarte,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,L��nesaarte,Percentage,Independent wastewater treatment - total,:,
2011,L��nesaarte,Percentage,Resident population,:,
2011,Matsalu,Thousand,Urban wastewater collecting system,:,
2011,Matsalu,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,Matsalu,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Matsalu,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Matsalu,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Matsalu,Thousand,Independent wastewater treatment - total,:,
2011,Matsalu,Thousand,Resident population,:,
2011,Matsalu,Percentage,Urban wastewater collecting system,:,
2011,Matsalu,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2011,Matsalu,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2011,Matsalu,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,Matsalu,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,Matsalu,Percentage,Independent wastewater treatment - total,:,
2011,Matsalu,Percentage,Resident population,:,
2011,P�rnu,Thousand,Urban wastewater collecting system,:,
2011,P�rnu,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2011,P�rnu,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2011,P�rnu,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2011,P�rnu,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2011,P�rnu,Thousand,Independent wastewater treatment - total,:,
2011,P�rnu,Thousand,Resident population,:,
2011,P�rnu,Percentage,Urban wastewater collecting system,:,
2011,P�rnu,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
